name,price,cashback(%),seller,location,rating,sold,status,link,image
Lenovo Thinkpad T470 / T460 Intel Core i7 Gen 7 RAM 8GB SSD 256GB,Rp2.450.000,Cashback 1%,Ocean Laptop,Jakarta Barat,4.9,250+ terjual,Pro Merchant,https://www.tokopedia.com/oceanla/lenovo-thinkpad-t470-t460-intel-core-i7-gen-7-ram-8gb-ssd-256gb-t470-i5gen6-8gb-ssd-128gb-55d30?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/6/28/408200ca-77c1-44db-be72-66799bcb9109.jpg
"Apple MacBook Air M2 8GB 256GB SSD RESMI IBOX 13"" Mac Book Laptop",Rp16.023.999,Cashback 2%,TeknoTrend,Jakarta Pusat,5.0,500+ terjual,Official Store,https://www.tokopedia.com/teknotrend/apple-macbook-air-m2-8gb-256gb-ssd-resmi-ibox-13-mac-book-laptop-silver-inter-256gb-6946b?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/28/d8b6f63a-99f7-41aa-bc89-1c8c04abcb44.png
Laptop Dell Latitude 7300 Core i7 Gen 8 RAM 16GB SSD 512GB FREE TAS,Rp1.950.000,Cashback 2%,STAR JAYA_ELECTRONIC,Jakarta Barat,4.9,60+ terjual,Pro Merchant,https://www.tokopedia.com/starjayaelectronic/laptop-dell-latitude-7300-core-i7-gen-8-ram-16gb-ssd-512gb-free-tas-7250-i5-gen-5-8gb-256gb-d781f?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/29/2b35268c-0e20-4a75-b476-3ef02f891da0.jpg
"ASUS Vivobook 14 A1402ZA - i5-1235U SSD 512GB 14"" FHD IPS W11 OHS",Rp8.739.000,Cashback 2%,Collins Official,Jakarta Pusat,5.0,250+ terjual,Official Store,https://www.tokopedia.com/collinsofficial/asus-vivobook-14-a1402za-i5-1235u-ssd-512gb-14-fhd-ips-w11-ohs-ram-8gb?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/13/35c4d452-dea4-475a-b417-ea882ea998e0.jpg
MSI Modern 14 C11M i3 1115G4 8GB 256GB 14 Full HD W11,Rp5.550.000,Cashback 1%,KING Laptop Store,Jakarta Pusat,4.9,18 terjual,Official Store,https://www.tokopedia.com/kinglaptopstore/msi-modern-14-c11m-i3-1115g4-8gb-256gb-14-full-hd-w11?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/4/77f76e1f-92e1-4727-a939-957c9ca55bf7.png
"ASUS Vivobook 14 A1400EA Pentium Gold 7505 8GB 256GB 14"" FHD OHS W11",Rp4.719.000,Cashback 2%,Protech Computer,Jakarta Pusat,4.9,2rb+ terjual,Official Store,https://www.tokopedia.com/protechcom/asus-vivobook-14-a1400ea-pentium-gold-7505-8gb-256gb-14-fhd-ohs-w11-ddr4-4gb-13e63?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/28/76e19b1c-1f46-42a8-be81-a11ef1f34105.jpg
MSI Bravo 15 Ryzen 5 7535HS RX6550 4GB 8GB 512GB W11+OHS -B7ED.006,Rp9.979.000,Cashback 2%,AMD Official Store,Jakarta Utara,4.9,100+ terjual,Official Store,https://www.tokopedia.com/amd-id/msi-bravo-15-ryzen-5-7535hs-rx6550-4gb-8gb-512gb-w11-ohs-b7ed-006-original-ram8gb-standard-a3f4a?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/9/6408fa7a-ad62-493f-aeca-0c6cb7f64e18.png
"ASUS Vivobook Pro 14 OLED M3400QA Ryzen 7 5800H 16GB 512GB SSD 14""",Rp8.938.999,Cashback 2%,Onestop Gaming,Jakarta Pusat,5.0,250+ terjual,Official Store,https://www.tokopedia.com/onestopgaming/asus-vivobook-pro-14-oled-m3400qa-ryzen-7-5800h-16gb-512gb-ssd-14-m1403qa-blue-non-bundle-3c8d4?extParam=ivf%3Dtrue%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/21/729d658e-f01a-4042-badc-3af01e1e393c.png
Laptop HP 14s-dq3109TU N4500 256GB SSD 8GB Win+OHS Ori,Rp4.549.000,Cashback 3%,Sinarmulia Sukses Makmur,Jakarta Barat,4.9,100+ terjual,Official Store,https://www.tokopedia.com/sinarmulia/laptop-hp-14s-dq3109tu-n4500-256gb-ssd-8gb-win-ohs-ori?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/24/0d80325f-d354-4a35-a7de-8b0fbeba82cc.jpg
Promo Murah Lenovo Thinkpad X230 X240 X250 X260 X270,Rp1.350.000,Cashback 1%,WDKOMPUTER,Jakarta Pusat,4.9,70+ terjual,Pro Merchant,https://www.tokopedia.com/wdkomputerjakarta/promo-murah-lenovo-thinkpad-x230-x240-x250-x260-x270-x230-i5-gen-3-ram4gb-hdd500gb?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/4/7e92cbe4-c1d1-434b-a712-1b9817c43fee.jpg
Lenovo Thinkpad X390 L390 Core I5 / I7 Gen 8 RAM 16GB DDR4 Murah,Rp3.300.000,Cashback 1%,Ocean Laptop,Jakarta Barat,5.0,70+ terjual,Pro Merchant,https://www.tokopedia.com/oceanla/lenovo-thinkpad-x390-l390-core-i5-i7-gen-8-ram-16gb-ddr4-murah-x390-i5-8-16gb-ssd-128gb?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/3/06953a61-44ee-4c4a-af11-04ef47efd703.jpg
ANTIGORES LAYAR + LAMINATING COVER LAPTOP,Rp150.000,Cashback 2%,Protech Computer,Jakarta Pusat,4.8,2rb+ terjual,Official Store,https://www.tokopedia.com/protechcom/antigores-layar-laminating-cover-laptop?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/3/4/7aabaeca-60e6-4332-8c49-f6ccc90a0955.jpg
ADVAN Laptop Workplus AMD RYZEN 5 6600H 14'' FHD IPS 16GB 512GB Win 11,Rp7.299.000,Cashback 2%,Advan Official IT Store,Kab. Tangerang,4.9,1rb+ terjual,Official Store,https://www.tokopedia.com/advanofficialitstore/advan-laptop-workplus-amd-ryzen-5-6600h-14-fhd-ips-16gb-512gb-win-11?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/1/10bf463e-4d71-44d5-bc59-0325115495de.jpg
Laptop Lenovo Thinkpad T470 Core i5 Gen7 Ram 8GB SSD 256GB MULUS,Rp1.999.000,Cashback 2%,Electro_Com,Jakarta Barat,4.9,250+ terjual,Pro Merchant,https://www.tokopedia.com/electrocom/laptop-lenovo-thinkpad-t470-core-i5-gen7-ram-8gb-ssd-256gb-mulus-t440p-i5-gen4-ram-4-128gb-ssd-922ca?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/21/4562c461-b39e-4379-ba13-7e2c82434039.png
"MacBook Air 2022 M2 Chip 13"" Inch 512GB 256GB RAM 8GB Apple IBOX",Rp15.974.000,Cashback 2%,Distributor Laptop ID,Jakarta Pusat,5.0,500+ terjual,Official Store,https://www.tokopedia.com/distrilapid/macbook-air-2022-m2-chip-13-inch-512gb-256gb-ram-8gb-apple-ibox-inter-256gb-silver?extParam=ivf%3Dtrue%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/24/b7158cef-8e5b-4980-a22b-505f93dd16f1.jpg
Lenovo 100e chromebook 2nd gen ast 4/32GB Garansi Resmi,Rp1.694.000,,Pandawatiga,Jakarta Pusat,4.9,90+ terjual,Official Store,https://www.tokopedia.com/pandawatiga/lenovo-100e-chromebook-2nd-gen-ast-4-32gb-garansi-resmi-promo-black-57dc8?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/31/620f2c81-24b6-4751-9f35-e5d2bef8dfcc.png
"Laptop Lenovo Thinkpad T470/T470S Core I5 I7 GEN7 - Layar 14"" - MURAH",Rp2.390.000,Cashback 1%,MR_elektronik,Jakarta Barat,4.8,100+ terjual,Power Merchant,https://www.tokopedia.com/alvinluo-shop/laptop-lenovo-thinkpad-t470-t470s-core-i5-i7-gen7-layar-14-murah-t460-i5-gen6-8gb-256gb-6e857?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/4/27/6a3534bd-e6ee-4740-850f-8f964cc02a15.jpg
Laptop HP 240 G8 Core i3 UHD 4GB RAM 256GB SSD W11 14 Inch Intel,Rp5.599.000,Cashback 3%,HP Official,Jakarta Utara,4.9,100+ terjual,Official Store,https://www.tokopedia.com/hp/laptop-hp-240-g8-core-i3-uhd-4gb-ram-256gb-ssd-w11-14-inch-intel?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/16/49cb80d3-f00f-46eb-9ec2-7203cf474a80.png
DELL LATITUDE 5285 CORE I5 7300U LAPTOP TABLET 2 IN 1 MURAH SECOND,Rp990.000,Cashback 2%,ASV LAPTOP STORE,Kab. Sleman,5.0,26 terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_KFHArOo_nRbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEo_1Fbm-FQRo2PcB5QiUEHsJDUMWB89P5rMzwq3ei6sep6Ar7osrRH_yDUMVDgaUEUMW79RCtrMVpguY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_KN9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEo_HFbsjNoAr7osUFo_jRHp1DUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1j7_c2VP7YJz9PvzJuR_7zVP7YJz9Pv17BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BR_c2CHJYJz9B617BpZ37OPM-W_Mh-qMY23323qJY1gpC6z7B73jPzH1ONHACvuV22_VPVHV2kZ9zqQ1g23jPVH7OkeMOvzch2Z3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY2gJrh6cgIPACyHj2Nys-cqfgU8I-jzsBRy1xGqcHau3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9P-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfB6zJ7p_c20oJY1ypzozJJp_M2-oJNE13BM1_7YUiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpK7omUDUseFHAKibmUp6_KaUiFiHpjdomUDUsHN6AyibmUp6_KNUB7DUS-BQcufy3NsguYpyfYagZUEHmdR6AJFo_ypHsHf6_K76_Khbm-FrMBsguYiq3ei6s1OHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstRo_eXoAKdo_1NHAjOHprp6mFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdR6_JR6_UNHpedH_UfHAuY?pub_id=0&page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fasvlaptop%2Fdell-latitude-5285-core-i5-7300u-laptop-tablet-2-in-1-murah-second-5285-hanya-keyboard-a2c35%3FextParam%3Divf%253Dfalse%26src%3Dtopads&ob=23&dv=desktop&pub_unit=0&keywords=laptop&t=desktop&is_search=1&src=search&pub_domain=0&management_type=2,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/1/11/63d103a0-0126-4e86-9dc3-42c778c37b3a.jpg
LAPTOP/TABLET OK ! LENOVO THINKPAD YOGA 11E CELERON RAM 4GB/256GB SSD,Rp1.350.000,Cashback 2%,RedStar Electronic,Jakarta Barat,4.8,100+ terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_edH_yfH_Jabm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUE6AnFbm-FQRo2PcB5QiUEHsUDUMWB89P5rMzwq3ei6sJRHs1O6AHdo_rDUMVDgaUEUMW79RCtrMVpguY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_KN9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEo_ehbseNosraHp17opnOopHDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32CP1OJyfBHe72OysUOqB2_Z_g-Q1jh3uz0oJNJ1MBHuO-0_BzoPJNJqp-gq_Vt_jPg81h93MxgQu-t_S2-PO2kgpugq1BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-QB-7gjxdrMzc63BsQ_Bt3jxd6cJp1MgszfxN3ux6QJB2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBk1_C6q_ea_Bz-8jO1z_-o8j7O_OzsHJBXHA7ibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_K7UiFiHpjdoiUDUsHN6Aji9ZFirMuDg9gxQMoB9RosQR-BUstFbsrdos1fHprp6A1OHAjdoiFirI-2yfuwyMBjUstdHAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEop1hbsyfoAeOo_HOHpHd6_KDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXopnfHseRoArpo_jposjaH97?ob=23&page=1&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fredstarelectronic%2Flaptop-tablet-ok-lenovo-thinkpad-yoga-11e-celeron-ram-4gb-256gb-ssd-4gb-128gb-ssd%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_unit=0&pub_domain=0&is_search=1&dv=desktop&src=search&pub_id=0&keywords=laptop&management_type=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2021/12/11/45011877-e334-426f-81d0-2ca6851107da.jpg
Lenovo Ideapad Gaming 3 Ryzen 5 5500H RTX2050 512GB SSD 8GB in11+OHS,Rp10.299.000,Cashback 3%,Lenovo Authorized Tangerang,Tangerang,5.0,3 terjual,Official Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsnaHsHFopnabm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEH_HOHmFircYpq9z2Qfdi6sUpbm-0g9BRQR-j9fBjUst7HpK7oAJfHpyRbm-xQcri6i-0PVYFqI-xrfuwPc7ibm-XP3Oig9-wQfgwy3zpUstaoZFiQSuWyMua9fVjrOYag9Ji6sUObm-sy9zwq3zpUs2QHsjRbAHdoArDoAnF6V7DUMNwyfVXgcBjy9zB9fVjraUEHsJFbm-xyBY7g9o7Usti_iUDUS-5QchBQMoB9fgDQRri6i-MQcYR9fzBgIuFQcBsy9z2QfNwrcVSq3NxPcB5QiUDUS-5QchBQMoB9RgxrMBxQSzwQMVWgZUEUMYagOYMq9xpP9CFQIBwrcrhUiFirMYDQcuXyfuwg9xFg9-2Q3uXPVYXy3OBUstircYs9RoBy9-sqVYjg3zOrmUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6syFHZdNHsyfo_y7o_JNHsUdbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-oJhkz_C6uV17_1zuoJY1Z_V6zcHa_SB-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7hkz9xvzJuN_Bo-r7BWo9giQ1NDZ325quBkuMxvucrF_jP-PV2I1_Vo8_nF_Ozqq1h9z_CqqjB73MOcqu2Iz_ooqj-W_7zDq1B2PfBiH72F3s-DPuKa1MhszsBF3jo-ojBke3BHe72fyfODQMV9o3gsZJ2f3jx3qMzc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMHaqIgszsBF3jo-ojBke3BHe72dgVP383u36_CgufzEZ325q3zIH_xMzReF3A-G83UazMWMZIxagJyNPfVUZMxsHBu2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BRZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_jz0Hjhk1_u68MPR_uzCoJY13_-vzcW2gBJYvZUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHdoAeibmU7HAndUiFiHpjdHiUDUsHN6AeibmUp6_KfUiFiHpjd6Z-Pbm-ag3hBPMVXyfuwrfo5rM1i6snXopUpopjd6AKhop1FHsUabm-FrMBsguYiq3ei6sJpo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEopefbsrFo_nfopepop1poAUDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHpyfHA1FHAnfoA17HpJfoR7?pub_id=0&ob=23&page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Flenovo-tangerang%2Flenovo-ideapad-gaming-3-ryzen-5-5500h-rtx2050-512gb-ssd-8gb-in11-ohs%3FextParam%3Divf%253Dtrue%26src%3Dtopads&pub_domain=0&src=search&dv=desktop&is_search=1&pub_unit=0&management_type=2&t=desktop&keywords=laptop,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/23/5566a81a-f04e-47ec-b0cb-37151894235e.jpg
"Lenovo Ideapad Duet 3i N200 8GB 256GB SSD 11.5"" 2K IPS 5MP Win11+OHS",Rp8.799.000,Cashback 4%,Lenovo Authorized Jakarta Barat,Jakarta Barat,5.0,9 terjual,Official Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jfo_HpHpJfbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEH_JOHmFircYpq9z2Qfdi6sU7bm-0g9BRQR-j9fBjUst7Hp1Ro_H7oAKRbm-xQcri6i-0PVYFqI-xrfuwPc7ibm-XP3Oig9-wQfgwy3zpUstaoZFiQSuWyMua9fVjrOYag9Ji6sUObm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjd6u7DUMNwyfVXgcBjy9zB9fVjraUEHsJFbm-xyBY7g9o7Usti_iUDUS-5QchBQMoB9fgDQRri6i-MQcYR9fzBgIuFQcBsy9z2QfNwrcVSq3NxPcB5QiUDUS-5QchBQMoB9RgxrMBxQSzwQMVWgZUEUMYagOYMq9xpP9CFQIBwrcrhUiFirMYDQcuXyfuwg9xFg9-2Q3uXPVYXy3OBUstircYs9RoBy9-sqVYjg3zOrmUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6s1dHidp6_eaoArNo_Hp6_Udbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-H7hkypz6zVVE_uzV8jNEyRB6zV1h_uo-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7hkz9PozVBN_Bo-r7BWo9giQ1NDZ325quBkuMxvucrF_jP-PV2I1_Vo8_nF_Ozqq1h9z_CqqjB73MOcqu2Iz_ooqj-W_7zDq1B2PfBiH72F3s-DPuKa1MhszsBF3jo-ojBke3BHe72fyfODQMV9o3gsZJ2f3jx3qMzc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMHaqIgszsBF3jo-ojBke3BHe72dgVP383u36_CgufzEZ325q3zIH_xMzReF3A-G83UazMWMZIxagJyNPfVUZMxsHBu2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BRZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_jzSP7hk__z6qBuE_Ozz8JNEu_o6uJ7aZ3dFvZUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHdoAeibmU7HAndUiFiHpjdHiUDUsHN6AeibmUp6_KfUiFiHpjd6Z-Pbm-ag3hBPMVXyfuwrfo5rM1i6snXopypH_1R6_HOosJaH_nNHiFirI-2yfuwyMBjUsthH_1Fbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sr7oidFH_HFH_ndoA1hHAyfbm-hP3ua8uYag3hay3N09RosQR-BUstFbsefH_KdHpJf6_UpHp1aoAPY?pub_unit=0&src=search&is_search=1&ob=23&t=desktop&pub_id=0&pub_domain=0&keywords=laptop&management_type=2&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Flenovoauthorizedjakbar%2Flenovo-ideapad-duet-3i-n200-8gb-256gb-ssd-11-5-2k-ips-5mp-win11-ohs%3FextParam%3Divf%253Dfalse%26src%3Dtopads&page=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/29/c8169381-a6f7-49c8-9041-c334937938e4.jpg
