name,price,cashback(%),seller,location,rating,sold,status,link,image
"Laptop Lenovo V14 G2 Ryzen 3 5300U 8GB SSD 512GB VEGA3 W10PRO 14.0""HD",Rp4.949.000,Cashback 2%,Top Tech,Jakarta Utara,4.9,250+ terjual,Official Store,https://www.tokopedia.com/toptech/laptop-lenovo-v14-g2-ryzen-3-5300u-8gb-ssd-512gb-vega3-w10pro-14-0-hd-4gb-256ssd-no-bundling-691c7?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/15/b5c2b70c-0323-4723-a789-1702822a0d33.jpg
DELL Chromebook 3100 Touch & Non Touch 4/32GB Intel Celeron N4020,Rp1.853.000,,Pandawatiga,Jakarta Pusat,4.9,100+ terjual,Official Store,https://www.tokopedia.com/pandawatiga/dell-chromebook-3100-touch-non-touch-4-32gb-intel-celeron-n4020-touchscreen-promo-235f4?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/6/14/94703918-c900-4432-99fa-92738a3d16ac.png
"ASUS Vivobook 14 A1402ZA - i5-1235U SSD 512GB 14"" FHD IPS W11 OHS",Rp8.799.000,Cashback 2%,AGRES ID,Jakarta Utara,4.9,250+ terjual,Official Store,https://www.tokopedia.com/agresid/asus-vivobook-14-a1402za-i5-1235u-ssd-512gb-14-fhd-ips-w11-ohs-non-bundle-ram-8gb?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/7/8/b33eff40-adfe-4e65-9afa-86c89c7e1aaf.jpg
"ASUS VIVOBOOK GO E1404FA RYZEN 3 7320U 8GB 512GB RADEON 610M 14"" FHD",Rp5.915.000,Cashback 2%,AGRES ID,Jakarta Utara,4.9,100+ terjual,Official Store,https://www.tokopedia.com/agresid/asus-vivobook-go-e1404fa-ryzen-3-7320u-8gb-512gb-radeon-610m-14-fhd-256gb-ssd-non-bundle?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/25/e1435b6d-1eaf-41ae-8c82-92e55da052cb.jpg
ASUS Vivobook Go 14 E1404FA Ryzen 3-7320U RAM 8GB DDR5 OHS W11 14 FHD,Rp5.929.000,Cashback 2%,Distributor Laptop ID,Jakarta Pusat,5.0,100+ terjual,Official Store,https://www.tokopedia.com/distrilapid/asus-vivobook-go-14-e1404fa-ryzen-3-7320u-ram-8gb-ddr5-ohs-w11-14-fhd-silver-256g-ssd-non-bundle-12360?extParam=ivf%3Dtrue%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/10/23/f6066d77-0e34-449b-b6b1-edb57da3a8b1.png
AMD RYZEN TERMURAH ! LENOVO THINKPAD T480 / A485 LAPTOP GAMING MANTAP,Rp3.399.999,Cashback 2%,Trinity Comp,Jakarta Barat,5.0,100+ terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_jaoAHhHsn7bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEHpHFHmFircYpq9z2Qfdi6sJhbm-0g9BRQR-j9fBjUst7H_HhoAnOopnFbm-xQcri6i-0PVYFqI-xrfuwPc7ibm-XP3Oig9-wQfgwy3zpUstaoZFiQSuWyMua9fVjrOYag9Ji6sUObm-sy9zwq3zpUs2QHsjRbAHdoArDoAnF6V7DUMNwyfVXgcBjy9zB9fVjraUEHsJFbm-xyBY7g9o7Usti_iUDUS-5QchBQMoB9fgDQRri6i-MQcYR9fzBgIuFQcBsy9z2QfNwrcVSq3NxPcB5QiUDUS-5QchBQMoB9RgxrMBxQSzwQMVWgZUEUMYagOYMq9xpP9CFQIBwrcrhUiFirMYDQcuXyfuwg9xFg9-2Q3uXPVYXy3OBUstircYs9RoBy9-sqVYjg3zOrmUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6syFomdF6AydoAndoAUNHpehbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-H1hkz_V6zVBE_OzVH7N1Z_V68MoE_uo-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7hkZ_zvzcHhZ3BRq3-W69ugHBu2_fBGq1N9z_uvzVJF33jhqO2Ju92HuVJO_MO-PVB11MOoq_VW3uPGqOB1yRBozOj7_OP-q1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGHc-y8AxxHO-M33NGPBB91sxMzReF3AomQfoWzS2q17BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjV2_JoG8Bja69BqusBE3BPc8ujagfBvq1jF_OzSP1Okypu6qjjF_uzuHJY13_u6uVu2gBJYvZUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHdoAeibmU7HAndUiFiHpjdHiUDUsHN6AeibmUp6_KfUiFiHpjd6Z-Pbm-ag3hBPMVXyfuwrfo5rM1i6snXopyfoAjFopKpo_e76_rDUSCaq3oB9f-2gmUEHpHFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstR6_UXH_yaHpJ76AyR6_eRbm-hP3ua8uYag3hay3N09RosQR-BUstFbsHpopyRosj7oAJpopj76ABY?is_search=1&page=1&t=desktop&dv=desktop&pub_unit=0&pub_domain=0&keywords=laptop&ob=23&src=search&pub_id=0&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Ftrinitycomp%2Famd-ryzen-termurah-lenovo-thinkpad-t480-a485-laptop-gaming-mantap-8gb-ssd-128%3FextParam%3Divf%253Dfalse%26src%3Dtopads,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/5/11/f7629111-2e3e-4ec9-8f1e-36d0e0b69cac.jpg
Lenovo Thinkpad Yoga 11E Touchscreen Laptop 2 in 1 Quad Core,Rp1.500.000,Cashback 1%,Panda PC,Kab. Tangerang,4.9,500+ terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1RHAjpo_ydbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEH_HOHmFircYpq9z2Qfdi6sJabm-0g9BRQR-j9fBjUstpHsrFHsyhoAHhbm-xQcri6i-0PVYFqI-xrfuwPc7ibm-XP3Oig9-wQfgwy3zpUstaoZFiQSuWyMua9fVjrOYag9Ji6sUObm-sy9zwq3zpUs2QHsjRbAHdoAeDHpjd6u7DUMNwyfVXgcBjy9zB9fVjraUEHsJFbm-xyBY7g9o7Usti_iUDUS-5QchBQMoB9fgDQRri6i-MQcYR9fzBgIuFQcBsy9z2QfNwrcVSq3NxPcB5QiUDUS-5QchBQMoB9RgxrMBxQSzwQMVWgZUEUMYagOYMq9xpP9CFQIBwrcrhUiFirMYDQcuXyfuwg9xFg9-2Q3uXPVYXy3OBUstircYs9RoBy9-sqVYjg3zOrmUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6s1RHadaHpy7os1RH_eR6_Kdbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-H1hkZ_-o8j1h_S2So1NJyR26qMrF_3B-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7hkz9xvzJuN_Bo-r7BWo9giQ1NDZ325quBkuMxvucrF_jP-PV2I1_Vo8_nF_Ozqq1h9z_CqqjB73MOcqu2Iz_ooqj-W_7zDq1B2PfBiH72F3s-DPuKa1MhszsBF3jo-ojBke3BHe72fyfODQMV9o3gsZJ2f3jx3qMzc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMHaqIgszsBF3jo-ojBke3BHe72dgVP383u36_CgufzEZ325q3zIH_xMzReF3A-G83UazMWMZIxagJyNPfVUZMxsHBu2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BRZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_jzs81hkgR2oqMHa_jzCHjOJ19BoqBu2gBJYvZUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsHdoAeibmU7HAndUiFiHpjdHiUDUsHN6AeibmUp6_KfUiFiHpjd6Z-Pbm-ag3hBPMVXyfuwrfo5rM1i6snXopjaopUfH_UFopKfH_yFHZFirI-2yfuwyMBjUsthHp1Fbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6srNHmdf6_nfH_1OHsedopHfbm-hP3ua8uYag3hay3N09RosQR-BUstFbsyp6Ayd6_JRHsJOH_HNHA-Y?pub_domain=0&pub_unit=0&src=search&r=https%3A%2F%2Fwww.tokopedia.com%2Fpandapc%2Flenovo-thinkpad-yoga-11e-touchscreen-laptop-2-in-1-quad-core-11e-n4100-8gb-ssd-128gb%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=laptop&dv=desktop&t=desktop&is_search=1&ob=23&management_type=2&pub_id=0&page=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/7/8126441a-5edb-4f76-9b61-dafa2970f701.png
PROMO !! LAPTOP ASUS X441 RAM (8GB/1TB - 8GB/512GB SSD) FREE MOUSE/TAS,Rp1.386.000,Cashback 2%,RedStar Electronic,Jakarta Barat,4.8,80+ terjual,Pro Merchant,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_rF6Ajfosnabm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUE6AnFbm-FQRo2PcB5QiUEH_HDUMWB89P5rMzwq3ei6sJRHs1O6AHdo_rDUMVDgaUEUMW79RCtrMVpguY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEo_eObs1OHs1dos1aHA1dHs1DUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1jF_c2VHjNk3_-6qBja_M2gHjNk3_-6q1BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BR_c2CH7B2PfBiQ_BO3_-uq1Y2ZMB6u71O_7zzHVB2H3WqzVuE_Vzzo1NWZ9zguV-W_3jhQuB9ZMWgucoN_1PgoJY9Z3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZsCi3IKdy_oZgBBXZSgguOUdgjP7HVKpeMYsQ1gE3Bo-r7BX_M2iH72D3A-G83UpgI2q17jfZ32Cq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-HJNJqRuvucDp_S2SP7NE3_Co8j1a_S2gq3gzv_7ibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_K7UiFiHpjdoiUDUsHN6Aji9ZFirMuDg9gxQMoB9RosQR-BUstFbsK7opJpo_na6_HaHAUdHs1DUSCaq3oB9f-2gmUE6AnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6srd6ZdNo_jRoAKpo_nFHAUhbm-hP3ua8uYag3hay3N09RosQR-BUstFbsKaHAjN6A17oAK7oAj7opzY?src=search&ob=23&pub_unit=0&dv=desktop&is_search=1&keywords=laptop&pub_domain=0&page=1&management_type=1&t=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fredstarelectronic%2Fpromo-laptop-asus-x441-ram-8gb-1tb-8gb-512gb-ssd-free-mouse-tas-gold-2gb-500gb%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_id=0,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/10/6/50b3c7c6-36ae-4fd1-846d-e9aa8b089569.jpg
LAPTOP AXIOO MYBOOK Z10 METAL | i5 1335U 8GB 256SSD WINDOWS 11 14FHD,Rp8.249.000,Cashback 2%,Axioo Slimbook Official,Jakarta Utara,5.0,70+ terjual,Official Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_rRHAyRo_Hpbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEH_eOHmFircYpq9z2Qfdi6sJ7bm-0g9BRQR-j9fBjUstpopra6_URopyObm-xQcri6i-0PVYirMYxgVY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEosnhbsnhH_rRo_176_JhosKDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1jh_c2sP7O1ypV6zJ77_Bz0HjNJqRxoq1BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BR_c2V81Nkgpo617BpZ37OPM-W_Mh-qMY23323qJY1gpC6z7B73jPzH1ONHACvuV22_VPVHV2kZ9zqQ1g23jPVH7OkeMOvzch2Z3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY2gJrh6cgIPACyHj2Nys-cq7B2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBk1_u61pep_jzo8JNk__oozcod_92u8jBXHA7ibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUp6Ae7UiFioAnF6mUDUsHN6AUibmUp6_K7UiFiHpjdoiUDUsHN6Aji9ZFirMuDg9gxQMoB9RosQR-BUstFbsrdopHd6Anhopydos1R6_rDUSCaq3oB9f-2gmUEH_eOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstR6ArXH_jhHsr7opHdH_r76mFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmd76_eOo_HO6AUFHsnRos1Nwe?src=search&pub_id=0&management_type=1&ob=23&keywords=laptop&dv=desktop&pub_unit=0&t=desktop&is_search=1&r=https%3A%2F%2Fwww.tokopedia.com%2Faxiooslimbook%2Flaptop-axioo-mybook-z10-metal-i5-1335u-8gb-256ssd-windows-11-14fhd-black-ninja-fs-6e5ae%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_domain=0&page=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/8/d4bf23e5-8c8c-49bd-83e5-d06e0fd0d90b.png
"MacBook Air 2022 M2 Chip 13"" Inch 512GB 256GB RAM 8GB Apple IBOX - INTER, 256GB SILVER",Rp16.070.000,Diskon 50 rb,Studio Ponsel,Jakarta Pusat,4.9,1rb+ terjual,Official Store,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1Oopnd6_H7bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-yH7PJz3xp1RgXoMFN1Iut8MFhrSrfgMo0Q3Ny8IC3qMBugcP2_MBDzcg-6JzcyRgCP9gO3com8jBczcz7z3uEPIoAPVgyypCdZuPhZRV0y_gGef2BZBUdo1uyzp-ZQjho9pxHZcBF8Mzc3uggQI2zHS-sZOgwQVYc3_na834FZaUDUSz2Q31i6sJRHAnFH_jpHpjDUMoFyaUEHsnOHmFircYpq9z2Qfdi6sJObm-0g9BRQR-j9fBjUst7H_KdHsHRHAJpbm-xQcri6i-0PVYirMYxgVY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDa6_rDHpK7omFp6_Ka9ZFiQBYsy3Njq3zxPcuwy3zpUstaH_nDUMVi9RzBrRei6i-6UiFirMYDQcuXyfuwgMh5PaUEUMgDQRPwgcujP9CDq3oxPcB5QBYFy3P2QMV7q3YXUiFirMYDQcuXyfuwPMVaq3VXPVYXy3OBUstiQR-S9fg28IoOrICD8uYFgpJibm-aQfhDg3NsguYB8ICBrMBWg3N79fNxQ31i6i-FQfowrfuxrMot9fzBgIuFUiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEosJNbsrpH_jaH_Jpo_UaH_UDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32CP1O1ypuo8MHhZ3BRq3-W69ugHBu2_fBGq1N9z_uvzVJF33jhqO2Ju92HuVJO_MO-PVB11MOoq_VW3uPGqOB1yRBozOj7_OP-q1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGHc-y8AxxHO-M33NGPBB913BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9P-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfB6uJud_c2VoJNJ192oqjBR_S2V8jO1gp--QsnYUiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHpK7omUDUseFHAKibmUp6_KaUiFiHpjdomUDUsHN6AyibmUp6_KNUB7DUMPaQRuF9Ro7rMV7g3PNUs2QHZFa9ZFirMuDg9gxQMoB9RosQR-BUstFbsr7opJR6_UF6AHhHsUfHsHDUSCaq3oB9f-2gmUEHsnOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstRosjX6_jpoAnFoAjRHsnfbm-hP3ua8uYag3hay3N09RosQR-BUstFbsHF6_jaoAJaHpyFHAKOHs-Y?pub_domain=0&page=1&management_type=1&t=desktop&src=search&ob=23&pub_unit=0&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fstudioponsel%2Fmacbook-air-2022-m2-chip-13-inch-512gb-256gb-ram-8gb-apple-ibox-inter-256gb-silver%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=laptop&pub_id=0&is_search=1,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/31/c98bc6ac-1f35-48ea-b8f9-fd2a41ee9998.jpg
"ACER ASPIRE 3 A314-23M RYZEN 3-7320U 8GB 512GB RADEON 610M 14"" OHS W11",Rp5.859.000,Cashback 2%,Protech Computer,Jakarta Pusat,4.9,750+ terjual,Official Store,https://www.tokopedia.com/protechcom/acer-aspire-3-a314-23m-ryzen-3-7320u-8gb-512gb-radeon-610m-14-ohs-w11?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/28/958ab814-e303-450b-8aa9-367a8a3ac850.jpg
ASUS VIVOBOOK 14X M1403QA RYZEN 7 5800H 16GB 512SSD W11+OHS IPS WUXGA,Rp8.939.000,Cashback 2%,AMD Official Store,Jakarta Utara,5.0,250+ terjual,Official Store,https://www.tokopedia.com/amd-id/asus-vivobook-14x-m1403qa-ryzen-7-5800h-16gb-512ssd-w11-ohs-ips-wuxga-fs-silver-no-bundling?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/3/18/d962b6ce-9142-42fd-ad87-174c62073df7.png
"LAPTOP AXIOO MYBOOK 14E CELERON 4GB 256SSD WINDOWS PRO 14""",Rp2.249.000,Cashback 2%,Axioo Slimbook Official,Jakarta Utara,4.9,250+ terjual,Official Store,https://www.tokopedia.com/axiooslimbook/laptop-axioo-mybook-14e-celeron-4gb-256ssd-windows-pro-14-windows-128-ssd-normal-f4aaf?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/29/2be88ced-d98b-40cd-af40-376bdf9d9cb7.png
Acer Aspire 3 Slim A314-35-C65J /14inch/N5100/8GB/256GB/Win11+OHS,Rp4.799.000,Cashback 1%,Parade IT,Jakarta Pusat,5.0,27 terjual,Official Store,https://www.tokopedia.com/paradeit/acer-aspire-3-slim-a314-35-c65j-14inch-n5100-8gb-256gb-win11-ohs?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/hDjmkQ/2023/8/28/75d6a72c-97a1-49ff-8974-7d731c36f959.png
ASUS ROG Flow X13 GV301RE - RYZEN 7 6800HS 16G 1TB RTX3050Ti W11 OHS,Rp17.989.000,Cashback 2%,Collins Official,Jakarta Pusat,4.9,100+ terjual,Official Store,https://www.tokopedia.com/collinsofficial/asus-rog-flow-x13-gv301re-ryzen-7-6800hs-16g-1tb-rtx3050ti-w11-ohs?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2022/6/15/463e63bc-0a8b-409c-91b5-368a5c64cf73.jpg
ACER Nitro V 15 ANV15 51 5115 RTX4050 i5 13420H 8/512GB SSD FHD 144Hz,Rp14.249.000,Cashback 3%,Acer Authorized Store Jakarta,Jakarta Utara,5.0,30+ terjual,Official Store,https://www.tokopedia.com/acer-jakarta/acer-nitro-v-15-anv15-51-5115-rtx4050-i5-13420h-8-512gb-ssd-fhd-144hz-laptop-8-512gb-ssd-e878c?extParam=ivf%3Dtrue%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/11/11/f9c1eecd-296d-484c-b944-172ab6589f73.jpg
LAPTOP AXIOO PONGO 760 | i7 12650H 16GB 512GB RTX 4060 8GB 144Hz,Rp15.649.000,Cashback 2%,Axioo Slimbook Official,Jakarta Utara,5.0,100+ terjual,Official Store,https://www.tokopedia.com/axiooslimbook/laptop-axioo-pongo-760-i7-12650h-16gb-512gb-rtx-4060-8gb-144hz-fs-c7d95?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/9/7/0fb97ca2-7a10-4e10-a8e6-28dc90deae65.png
LAPTOP ASUS VIVOBOOK A1400EA i3 GEN 11 8GB 512SSD W11+OHS 14FHD,Rp5.885.000,Cashback 2%,ProStoreComputer,Jakarta Utara,4.9,500+ terjual,Official Store,https://www.tokopedia.com/prostorecomputer/laptop-asus-vivobook-a1400ea-i3-gen-11-8gb-512ssd-w11-ohs-14fhd-ram-8gb-256ssd-laptop-98ec2?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/28/6375056d-040d-4a88-b59d-501c95cb9392.png
Lenovo IdeaPad Gaming 3 15ARH7 RTX2050 | Ryzen 5 7535HS 8GB 512ssd W11,Rp11.399.000,Cashback 1%,AGRES ID JOGJA,Yogyakarta,5.0,40+ terjual,Official Store,https://www.tokopedia.com/agresidjogja/lenovo-ideapad-gaming-3-15arh7-rtx2050-ryzen-5-7535hs-8gb-512ssd-w11?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/8/9/61ee7d73-3a31-41c8-aaf4-dec39d19a9ab.jpg
Macbook Air M2 2022 Midnight Grey Silver Starlight 256GB 512GB Resmi,Rp14.660.000,,Wah Gadget,Jakarta Barat,5.0,250+ terjual,Pro Merchant,https://www.tokopedia.com/wahgadget/macbook-air-m2-2022-midnight-grey-silver-starlight-256gb-512gb-resmi-midnight-8-256gb-cpo?extParam=ivf%3Dfalse%26src%3Dsearch,https://images.tokopedia.net/img/cache/200-square/VqbcmM/2023/2/6/38f1e1f6-cb08-4b3f-b291-cac4007c0428.jpg
